f1,precision,recall
0.9195219123505977,0.927652733118971,0.9115323854660348
0.8616155291170946,0.890038809831824,0.8349514563106796
0.9067357512953368,0.9162303664921466,0.8974358974358975
0.8979947689625108,0.9262589928057554,0.871404399323181
0.8636363636363636,0.8391167192429022,0.8896321070234113
0.6971830985915493,0.6898954703832753,0.7046263345195729
0.8669064748201439,0.8310344827586207,0.9060150375939849
0.7647058823529411,0.8478260869565217,0.6964285714285714
0.9330669330669331,0.935871743486974,0.9302788844621513
0.8588469184890656,0.8571428571428571,0.8605577689243028
0.8727735368956743,0.8553615960099751,0.8909090909090909
0.9042424242424243,0.8923444976076556,0.9164619164619164
0.888468809073724,0.9591836734693877,0.8274647887323944
0.9056203605514316,0.9104477611940298,0.9008438818565401
0.8991452991452992,0.906896551724138,0.8915254237288136
0.8880503144654088,0.8526570048309179,0.926509186351706
0.8767334360554699,0.8904538341158059,0.8634294385432474
0.769857433808554,0.8362831858407079,0.7132075471698113
0.8847497089639115,0.8558558558558559,0.9156626506024096
0.853195164075993,0.8458904109589042,0.8606271777003485
0.8185516680227828,0.7507462686567165,0.8998211091234347
0.8757961783439491,0.870253164556962,0.8814102564102564
0.8732394366197183,0.8711943793911007,0.8752941176470588
0.8,0.7375,0.8740740740740741
0.9102462271644162,0.9241935483870968,0.8967136150234741
0.799650043744532,0.7838765008576329,0.8160714285714286
0.7630769230769231,0.7209302325581395,0.8104575163398693
0.8597560975609756,0.8306332842415317,0.8909952606635071
0.8797814207650273,0.8734177215189873,0.8862385321100917
0.9137123745819398,0.9433701657458563,0.8858625162127107
0.8893528183716075,0.8623481781376519,0.9181034482758621
0.828752642706131,0.7903225806451613,0.8711111111111111
0.7841726618705036,0.7440273037542662,0.8288973384030418
0.9209809264305178,0.9467787114845938,0.896551724137931
0.8842832469775475,0.9411764705882353,0.8338762214983714
0.9019248395967002,0.9389312977099237,0.8677248677248677
0.9246704331450094,0.9299242424242424,0.9194756554307116
0.8786692759295499,0.8651252408477842,0.8926441351888668
0.8908296943231441,0.8986784140969163,0.8831168831168831
0.889267461669506,0.9,0.8787878787878788
0.8702147525676938,0.8893129770992366,0.8519195612431444
0.8363636363636363,0.7900763358778626,0.8884120171673819
0.8488612836438924,0.8874458874458875,0.8134920634920635
0.8736383442265795,0.9051918735891648,0.8442105263157895
0.9371069182389937,0.9581993569131833,0.916923076923077
0.9030786773090079,0.9020501138952164,0.9041095890410958
0.7774699907663897,0.6993355481727574,0.8752598752598753
0.6432,0.6883561643835616,0.6036036036036037
0.8583815028901735,0.8972809667673716,0.8227146814404432
0.9056261343012704,0.9292364990689013,0.8831858407079646
0.9078455790784558,0.8825665859564165,0.9346153846153846
0.89937106918239,0.8790983606557377,0.9206008583690987
0.9065155807365439,0.9073724007561437,0.9056603773584906
0.9467312348668281,0.9287410926365796,0.9654320987654321
0.9167058823529411,0.9672293942403177,0.8711985688729875
0.8689458689458689,0.8567415730337079,0.8815028901734104
0.8573692551505546,0.827217125382263,0.8898026315789473
0.9290515309932785,0.933933933933934,0.924219910846954
0.9682646860229575,0.9755102040816327,0.9611260053619303
0.8397163120567376,0.8433048433048433,0.8361581920903954
0.8783068783068783,0.8900804289544236,0.8668407310704961
0.9210866752910737,0.9417989417989417,0.9012658227848102
0.9394572025052192,0.9594882729211087,0.9202453987730062
0.9083969465648855,0.9125766871165644,0.9042553191489362
0.9059982094897046,0.8971631205673759,0.9150090415913201
0.9044908285895004,0.92496765847348,0.8849009900990099
0.9345172031076582,0.9386845039018952,0.9303867403314917
0.9233278955954323,0.907051282051282,0.9401993355481728
0.929553264604811,0.9343696027633851,0.9247863247863248
0.9164835164835164,0.9025974025974026,0.9308035714285714
0.9060402684563759,0.9121621621621622,0.9
0.8870748299319728,0.9106145251396648,0.8647214854111406
0.9278074866310161,0.9365721997300944,0.919205298013245
0.9171396140749148,0.891832229580574,0.9439252336448598
0.9230769230769231,0.9206349206349206,0.925531914893617
0.9099099099099099,0.8859649122807017,0.9351851851851852
0.9407821229050279,0.913232104121475,0.9700460829493087
0.9106078665077473,0.9138755980861244,0.9073634204275535
0.9042995839112344,0.9157303370786517,0.8931506849315068
0.8660714285714286,0.8533724340175953,0.879154078549849
0.917098445595855,0.9389920424403183,0.8962025316455696
0.899135446685879,0.888045540796964,0.9105058365758755
0.8854625550660793,0.8663793103448276,0.9054054054054054
0.8735632183908046,0.8162291169451074,0.9395604395604396
0.9066390041493776,0.9085239085239085,0.9047619047619048
0.7962529274004684,0.8607594936708861,0.7407407407407407
0.9376518218623482,0.946078431372549,0.9293739967897271
0.9067796610169492,0.9145299145299145,0.8991596638655462
0.901072705601907,0.9402985074626866,0.8649885583524027
0.9109518935516888,0.9118852459016393,0.9100204498977505
0.8853046594982079,0.9182156133828996,0.8546712802768166
0.7851239669421488,0.8016877637130801,0.7692307692307693
0.9063867016622922,0.9135802469135802,0.8993055555555556
0.9025487256371814,0.9079939668174962,0.8971684053651267
0.8571428571428571,0.8571428571428571,0.8571428571428571
0.854614412136536,0.8144578313253013,0.898936170212766
0.9170212765957447,0.8979166666666667,0.9369565217391305
0.9131782945736434,0.8857142857142857,0.9424
0.8908629441624365,0.904639175257732,0.8775
0.8805237315875614,0.8790849673202614,0.8819672131147541
0.8259212198221093,0.8024691358024691,0.8507853403141361
0.9038785834738617,0.9209621993127147,0.8874172185430463
0.9140495867768595,0.9600694444444444,0.8722397476340694
0.9221411192214112,0.949874686716792,0.8959810874704491
0.9073097211755841,0.9465408805031447,0.8712011577424024
0.9205020920502092,0.9455587392550143,0.8967391304347826
0.9404761904761905,0.9427207637231504,0.9382422802850356
0.8864468864468864,0.9236641221374046,0.852112676056338
0.8305084745762712,0.9007352941176471,0.7704402515723271
0.8735135135135135,0.9223744292237442,0.8295687885010267
0.8817777777777778,0.8747795414462081,0.8888888888888888
0.8877005347593583,0.8877005347593583,0.8877005347593583
0.9312796208530806,0.9562043795620438,0.9076212471131639
0.8979591836734694,0.8854489164086687,0.910828025477707
0.9198218262806236,0.9157427937915743,0.9239373601789709
0.9124236252545825,0.9451476793248945,0.8818897637795275
0.9427402862985685,0.9524793388429752,0.9331983805668016
0.9041916167664671,0.9014925373134328,0.9069069069069069
0.8872180451127819,0.8832335329341318,0.8912386706948641
0.9271317829457364,0.9115853658536586,0.943217665615142
0.92018779342723,0.930379746835443,0.9102167182662538
0.9056974459724951,0.9110671936758893,0.900390625
0.9230769230769231,0.9786096256684492,0.8735083532219571
0.9543010752688172,0.9752747252747253,0.9342105263157895
0.9254727474972191,0.9223946784922394,0.9285714285714286
0.9264150943396227,0.9608610567514677,0.8943533697632058
0.9090909090909091,0.9059233449477352,0.9122807017543859
0.8773946360153256,0.9051383399209486,0.8513011152416357
0.9340659340659341,0.9375,0.9306569343065694
0.8089887640449438,0.7613293051359517,0.863013698630137
0.9455958549222798,0.9681697612732095,0.9240506329113924
0.8512396694214877,0.8841201716738197,0.8207171314741036
0.8943089430894309,0.8847184986595175,0.9041095890410958
0.9276807980049875,0.9587628865979382,0.8985507246376812
0.9350993377483444,0.9592391304347826,0.9121447028423773
0.9320388349514563,0.9696969696969697,0.897196261682243
0.9195171026156942,0.9269776876267748,0.9121756487025948
0.898854961832061,0.9057692307692308,0.8920454545454546
0.9408528198074277,0.9688385269121813,0.9144385026737968
0.8909329829172142,0.9112903225806451,0.87146529562982
0.9433155080213904,0.9363057324840764,0.9504310344827587
0.9387755102040817,0.9457943925233645,0.9318600368324125
0.9021190716448032,0.9430379746835443,0.8646034816247582
0.8973799126637555,0.9013157894736842,0.8934782608695652
0.9421768707482994,0.9601386481802426,0.9248747913188647
0.9261904761904762,0.9284009546539379,0.9239904988123515
0.9184027777777778,0.9152249134948097,0.921602787456446
0.9414225941422594,0.9615384615384616,0.9221311475409836
0.9467005076142132,0.9650711513583441,0.9290161892901619
0.9404388714733543,0.959079283887468,0.922509225092251
0.8844444444444445,0.9107551487414187,0.8596112311015118
0.9322152341020266,0.9474431818181818,0.9174690508940853
0.9048207663782447,0.8970588235294118,0.912718204488778
0.9168506254598969,0.9410876132930514,0.8938307030129125
0.9484936831875608,0.9439071566731141,0.953125
0.9377593360995851,0.9511784511784511,0.9247135842880524
